time,open,high,low,close,EMA,MA,RSI
2016-10-15,10519020360,10575072244,10440327758,10481455692,9155208985,10097844051,68.6661339
2016-10-16,10491156489,10597519834,10477964577,10558234278,9169169436,10115898570,71.54390221
2016-10-17,10557268998,10567960512,10445519512,10520525189,9182615762,10131766280,68.2295041
2016-10-18,10520943808,10555588917,10433842825,10478527605,9195510407,10145364763,64.63794878
2016-10-19,10476010558,10532725314,10304475873,10378411605,9207280568,10154503855,56.94286228
2016-10-20,10382972270,10408355826,10262518377,10385916263,9219008286,10163578852,57.35271648
2016-10-21,10384283188,10446832444,10362312364,10417283980,9230931428,10173528072,59.10494885
2016-10-22,10416960508,10866542103,10373200472,10810968521,9246653190,10198525737,73.70649718
2016-10-23,10837009209,10988994317,10700365417,10741859646,9261530866,10219832949,69.04595399
2016-10-24,10741963293,10765894271,10641939974,10715002776,9275993273,10239251374,67.26590485
2016-10-25,10713659891,10889564511,10651062820,10726023392,9290421433,10258340472,67.63463564
2016-10-26,10727726626,11202878613,10688757625,11052104299,9307950616,10289468466,76.18325064
2016-10-27,11053482946,11270462020,11022997441,11197257541,9326749690,10325068037,78.85999228
2016-10-28,11195350057,11376672818,11163136265,11320360151,9346586610,10364099101,80.82795806
2016-10-29,11322285479,11881098769,11258464201,11707351035,9370076803,10416775647,85.42226984
2016-10-30,11727391657,11766765481,11392359045,11483626970,9391107153,10458612954,74.33238998
2016-10-31,11480022146,11649993526,11232467333,11461988975,9411712942,10497961033,73.34066877
2016-11-01,11453772582,12106426800,11419212296,11962252086,9437091441,10555384212,79.98823924
2016-11-02,11961459524,12090349187,11787179399,12060126967,9463191297,10614393731,80.98713181
2016-11-03,12062067808,12262263568,11046366377,11271681326,9481186223,10640169716,56.51458294
2016-11-04,11271184093,11650861568,11235325970,11607382509,9502342405,10678099629,61.80655795
2016-11-05,11606852050,11731965587,11453350152,11627097292,9523484245,10715315224,62.09827174
2016-11-06,11642365036,11795006477,11499918635,11714027623,9545280696,10754480416,63.42480704
2016-11-07,11711894570,11747044176,11530003702,11673100257,9566453030,10790504723,62.31892979
2016-11-08,11668280955,11793269287,11581219568,11729843849,9587979307,10827341552,63.2750161
2016-11-09,11722159308,12204930957,11643939765,11869539839,9610681402,10868212073,65.58981206
2016-11-10,11874201539,11901910569,11607799840,11714867042,9631618572,10901414228,61.00490497
2016-11-11,11715167667,11855157261,11693800918,11789218722,9653087230,10936230091,62.36674916
2016-11-12,11786337128,11828089174,11507069570,11549085047,9671952880,10960263619,55.61167144
2016-11-13,11570904744,11653523568,11284347753,11586865797,9691006740,10984836253,56.41159848
2016-11-14,11586914741,11721285332,11481895409,11681569779,9710813338,11012159136,58.43371041
2016-11-15,11683291908,11851407983,11656800096,11758600992,9731189334,11041431366,60.05686389
2016-11-16,11757466192,12265858659,11670045975,12173737705,9755493298,11085835536,67.43682623
2016-11-17,12172235700,12349688403,12047779718,12114484156,9778965844,11126174698,65.57450367
2016-11-18,12114139080,12357329110,12072012309,12327162332,9804321033,11173272252,68.8948496
